,,,,,,,,,,,
Empanelled Hospital List - Maharashtra,,,,,,,,,,,
Sr No,Hospital,Location,City,District,State,Address,STD_Code,Tel_no,Status,PPN Hospital,PPN City
722,Sunrise Multispeciality Hospital,Kamothe,Navi Mumbai,Navi Mumbai,Maharashtra,Shiv Kalpataru Arcade Plot No 01 Sec 17 Kamothe,022,27431050,Empanelled,NON PPN,Mumbai
723,Suruchi Eye Centre,Airoli,Navi Mumbai,Navi Mumbai,Maharashtra,"B-2, Asiatic Coop H Soc, Sec-4, Near Max Mall",022,27790033,Empanelled,IN PPN,Mumbai
724,Suyash Hospital,Seawoods west,Navi Mumbai,Navi Mumbai,Maharashtra,51 Ugam complex Sector 40 Seawoods west Navi Mumbai,022,27718032,Empanelled,IN PPN,Mumbai
725,Suyash Nursing Home,Nerul,Navi Mumbai,Navi Mumbai,Maharashtra,"Bld No. F-1, Sect-3, Shivaji Chowk",022,27708451,Empanelled,NON PPN,Mumbai
726,Suyash Surgical & Maternity Home,Kalamboli,Navi Mumbai,Navi Mumbai,Maharashtra,"Flat no 101 / 102 Satyam Society , Above Trupti Hotel , Sec 2 E ,Kalamboli",022,27421579,Empanelled,IN PPN,Mumbai
727,Terna Sahyadri Speciality Hospital & Research Center,Opp Nerul Railway Station,Navi Mumbai,Navi Mumbai,Maharashtra,"Plot No 12, Sector-22, Phase-2, Nerul (W), Opp Nerul Railway Station, Navi Mumbai",022,61578300,Empanelled,IN PPN,Mumbai
728,Uran Children Hospital & Premature Care,Uran,Navi Mumbai,Navi Mumbai,Maharashtra,"First Floor, Plot no 3, S No-79E, Anandnagar, Uran",022,27223272,Empanelled,PPN Not Applicable,Other
729,Vasan Eye Care Hospital,Vashi,Navi Mumbai,Navi Mumbai,Maharashtra,Mahavir Ratan Plot No 113 Sector 12 Vashi,022,39820303,Empanelled,NON PPN,Mumbai
730,Niramay Hospital,Tambari Vibhag,Osmanabad,Osmanabad,Maharashtra,Tambari Vibhag Near Bhosale High School,02472,223431,Empanelled,PPN Not Applicable,Other
731,Shendge Hospital Research Centre,Omerga,Osmanabad,Osmanabad,Maharashtra,Main Road Omerga,02475,250504,Empanelled,PPN Not Applicable,Other
732,Suvidha Hospital & Icu Centre,Barshi Naka,Osmanabad,Osmanabad,Maharashtra,Shri Umesh Gore Commercial Complex DIC Road Barshi Naka,02472,224520,Empanelled,PPN Not Applicable,Other
733,Malaba Hospital,Osmanabad Road,Tuljapur,Osmanabad,Maharashtra,"Osmanabad Road, Tuljapur",02471,242012,Empanelled,PPN Not Applicable,Other
734,Deshmukh Hospital,Station Rd,Parbhani,Parbhani,Maharashtra,Dr Hedgewar marg Station Road Parbhani,02452,223270,Empanelled,PPN Not Applicable,Other
735,Ganesh Netralaya,City Club Road,Parbhani,Parbhani,Maharashtra,Near Kalyani Hospital City Club Road,02452,230803,Empanelled,PPN Not Applicable,Other
736,Swati Criticare Icu & Accident Hospital,Shivaji Nagar,Parbhani,Parbhani,Maharashtra,Vasamat Road Shivaji Nagar,02452,232424,Empanelled,PPN Not Applicable,Other
737,Bhagyajaya Hospital,Indapur Road,Baramati,Pune,Maharashtra,Indapur Road In Frunt of Market yard,02112,223313,Empanelled,PPN Not Applicable,Other
738,Bhandare Hospital,Baramati,Baramati,Pune,Maharashtra,"Opp S T Stand, Baramati",02112,209762,Empanelled,PPN Not Applicable,Other
739,Giriraj Hospital,Baramati,Baramati,Pune,Maharashtra,"Indapur Road Near Bus Stop,Baramati",02112,221335,Empanelled,PPN Not Applicable,Other
740,Niramaya Medical Foundation & Research Center (P) Ltd,Jalochi,Baramati,Pune,Maharashtra,"Gat No. 105, Plot No. 245 to 249, Bhigwan Road, Jalochi",02112,228982,Empanelled,PPN Not Applicable,Other
741,Shree Hospital,Baramati,Baramati,Pune,Maharashtra,A/p Jalochi Suryanagari MIDC Opp City INN  Near Suman Presidency GR No 171 Flot No 8,02112,209700,Empanelled,PPN Not Applicable,Other
742,Lonkar Hospital & Intensive Care Unit,SRP camp road,Daund,Pune,Maharashtra,"Savarkar Nagar,",02117,262451,Empanelled,PPN Not Applicable,Other
743,Sonone Surgical & Ophthalmic Hospital,Near Daund College,Daund,Pune,Maharashtra,Sawarkar Nagar,02117,262021,Empanelled,PPN Not Applicable,Other
744,Kamshet Hospital,Shivaji Chowk,Kamshet,Pune,Maharashtra,Shivaji Chowk Mumbai Pune Old Highway Kamshet Tal Maval,02114,262014,Empanelled,PPN Not Applicable,Other
745,Ashirwad Hospital,Lonavala,Lonavala,Pune,Maharashtra,"Mittal Bhavan, G-Ward Post Lonavala",02114,271968,Empanelled,PPN Not Applicable,Other
746,Kamat Hospital,Lonavala,Lonavala,Pune,Maharashtra,"97-D Raiwood Park, Lonavala",02114,272885,Empanelled,PPN Not Applicable,Other
747,Parmar Hospital,"Lonavala, M G Rd",Lonavala,Pune,Maharashtra,204 G Ward Behind Neelkamal Theatre M G Road L,02114,273007,Empanelled,PPN Not Applicable,Other
748,Yash Hospital,"Opp SBI, Lonavala",Lonavala,Pune,Maharashtra,"old bombay puna road ,vanval lonawala",02114,324917,Empanelled,PPN Not Applicable,Other
749,Pravara Rural Hospital & Medical College,Loni Sangamner Road,Loni,Pune,Maharashtra,At Post Loni BK Tal Rahata Loni Sanganer Road,02422,273600,Empanelled,PPN Not Applicable,Other
750,Gade Hospital,Manchar,Manchar,Pune,Maharashtra,A/P Malewadi Road Manchar,02133,223657,Empanelled,PPN Not Applicable,Other
751,Gujarathi Hospital,Manchar,Manchar,Pune,Maharashtra,Pune Nashik Highway Near ST Stand In Front Hero Honda Show Room Manchar,02133,223250,Empanelled,PPN Not Applicable,Other
752,Sai Hospital,Pune Nashik Highway,Manchar,Pune,Maharashtra,Trimurti Pride Opp Bus Stand 4/p Manchar Tal Ambegaon,02133,226422,Empanelled,PPN Not Applicable,Other
753,Sanjeevan Hospital,Manchar,Manchar,Pune,Maharashtra,"Trimurti Complex , Near Market Yard Rd",02133,225823,Empanelled,PPN Not Applicable,Other
754,Shinde Nursing & Multispeciality Hospital,Pune Nashik Highway,Manchar,Pune,Maharashtra,At Po Manchar Opp Market Yard Pune Nashik Highway tal Ambegaon,02133,223225,Empanelled,PPN Not Applicable,Other
755,Siddhakala Hospital,Manchar,Manchar,Pune,Maharashtra,"Pune Nashik Highway, Manchar, Dist Pune",02133,225300,Empanelled,PPN Not Applicable,Other
756,Matoshri Hospital,Kudewada,Maval,Pune,Maharashtra,"Vadgaon Maval, Near Mumbai Pune High Way",02114,235444,Empanelled,PPN Not Applicable,Other
757,Shraddha Hospital,Ghotawade Phata,Pirangut,Pune,Maharashtra,Sahadu Nana Complex Ghotwade Phata Kasar Amboli (Pirangut) Tal Mulshi,020,22922187,Empanelled,PPN Not Applicable,Other
758,Aadhar Hospital,"Bombay Pune Highway,Dehuroad",Pune,Pune,Maharashtra,"Off Bank Of India,Bombay Pune Highway,Dehuroad",020,65107896,Empanelled,NON PPN,Pune
759,Abane Hospital,Hadapsar,Pune,Pune,Maharashtra,Parmar Complex Ground Floor Behind Wkseua Hanuman Mandir Gadital Hadapsar,020,26993128,Empanelled,NON PPN,Pune
760,Ace Hospital,Erandwane,Pune,Pune,Maharashtra,"32/2A, Erandwane, Opp. Hotel Abhishek, Gulwani Maharaj Road,Erandwane",022,25434063,Empanelled,NON PPN,Pune
761,Aditya Eye Clinic,Mg road,Pune,Pune,Maharashtra,"M G Road Camp J A Kumar Plaza, Next To Wonderland",020,26133077,Empanelled,IN PPN,Pune
762,Agarwal Maternity And General Hospital,Chandan Nagar,Pune,Pune,Maharashtra,"S/N 45/1+2+5 Sangharsh Chowk, Kharadi Road, Near Shivaji Statute, Chandannagar",020,65312206,Empanelled,NON PPN,Pune
763,Aims Hospital & Research Centre,Aundh,Pune,Pune,Maharashtra,Sr/No 154 Near Marutrao Gaikwad Garden Aundh,020,25801000,Empanelled,NON PPN,Pune
764,Ambekar Hospital,Mayur Colony Kothrud,Pune,Pune,Maharashtra,"Plot. No. 86 Mayur Colony, Opp. Jog. School  Mayur",020,25467823,Empanelled,NON PPN,Pune
765,Ameya Netralaya,Nigdi,Pune,Pune,Maharashtra,1st Floor B G Cornex behind Nigdi Bus stop Nigdi-44,020,27662060,Empanelled,NON PPN,Pune
766,Amrut Hospital,Pimpri Waghere,Pune,Pune,Maharashtra,"613,614 Sonkar Building, Behind Nav Maharashtra Vidyalaya, Pimpri-Waghere",020,27410090,Empanelled,IN PPN,Pune
767,Amrut Hospital & Research Centre,Alandi Devachi,Pune,Pune,Maharashtra,Markal Road Alandi Devachi In front of TJSB Tal Khed,02135,233323,Empanelled,NON PPN,Pune
768,Anand Hospital,chakan,Pune,Pune,Maharashtra,Balaji Tower M.Phule Chowk,02135,249300,Empanelled,IN PPN,Pune
769,Ankur Hospital & Diagostic,Swargate,Pune,Pune,Maharashtra,2nd Floor Jimes Seq Buliding Satara Road Near Sai Mandir,020,40084418,Empanelled,NON PPN,Pune
770,Apollo Spectra Hospital ( Unit Of Apollo Specilty Hospitals Pvt Ltd,Near Sarasbagh,Pune,Pune,Maharashtra,Opp Sanas Sports Ground Sarabaug Sadashiv Peth,020,67206500,Empanelled,NON PPN,Pune
771,Argade Hospital & Maternity Home,Chakan,Pune,Pune,Maharashtra,Ambethan Chowk Pune Nashik Highway Chakan Near ICICI Bank Chakan,02135,249680,Empanelled,NON PPN,Pune
772,Bade Accident And Multispeciality Hospital,Somatane Phata,Pune,Pune,Maharashtra,"Somatane Phata, Pune-Mumbai Highway, Maval Pune",02114,221051,Empanelled,IN PPN,Pune
773,Bhagawati Netralaya,Chakan,Pune,Pune,Maharashtra,"1st floor,siddhi arcade,manik chowk,chakan,pune",02135,255744,Empanelled,NON PPN,Pune
774,Bhalerao Ent Hospital,Akurdi,Pune,Pune,Maharashtra,"Ganaraj Complex, Second FloorNo. 3, Near Mhalasakand Chowk,Akurdi, Pradhikaran Road,Pune – 35",020,27657512,Empanelled,NON PPN,Pune
775,Bhandari Maternity & Nursing Home,Sinhagad Road,Pune,Pune,Maharashtra,"5, Dhanlaxmi Scocity Near Santish Hall Sinhgard Road",020,24352147,Empanelled,NON PPN,Pune
776,Bharati Hospital & Research Centre,katraj Dhankawadi,Pune,Pune,Maharashtra,Katraj- Dhankawadi Pune,020,40555555,Empanelled,IN PPN,Pune
777,Chaitanya Hospital,Warje Malwadi,Pune,Pune,Maharashtra,"Bhagirathinagar, NDA Road, Warje Malwadi, Pune",020,25290795,Empanelled,NON PPN,Pune
778,Chaitanya Hospital & Nursing Home,Sinhagad Road,Pune,Pune,Maharashtra,Sinhagad Road Near Neelam Thetre Over Bridge Parvati,020,24329666,Empanelled,NON PPN,Pune
779,Chavan Hospital,Pimpri,Pune,Pune,Maharashtra,"Plot No.54 Near Vastu Udyog Corner, Stadium Road,",020,66301236,Empanelled,NON PPN,Pune
780,Cimets Inamdar Multispeciality Hospital,Fatimanager,Pune,Pune,Maharashtra,"Survey No-15,Fatima Nagar Pune",020,66812249,Empanelled,NON PPN,Pune
781,Columbia Asia Hospital,Kharadi,Pune,Pune,Maharashtra,22/2A Near Nyati Empire Kharadi,020,71290222,Empanelled,IN PPN,Pune
782,Core Hospital,Chakan,Pune,Pune,Maharashtra,Kohinoor Centre Shivaji chowk Chakan,02135,278278,Empanelled,NON PPN,Pune
783,Deenanath Mangeshkar Hospital & Research Centre,Erandawane,Pune,Pune,Maharashtra,"Near Mhatre Bridge, Erandawane",020,40151000,Empanelled,IN PPN,Pune
784,Deendayal Memorial Hospital,FC Road,Pune,Pune,Maharashtra,"926, FC Road, Shivajinagar, Near Tukaram Paduka",020,66498888,Empanelled,IN PPN,Pune
785,Deep Eye Hospital,Kothrud,Pune,Pune,Maharashtra,"Sankalp Society, 47/3, Paud Road, Kothrud, Opp Jou Hospital,",020,25437798,Empanelled,NON PPN,Pune
786,Deodhar Eye Hospital,Karve Rd,Pune,Pune,Maharashtra,"39/25, Erandawane, Karve Road",020,25431578,Empanelled,NON PPN,Pune
787,Deoyani Multispeciality Hospital,Kothrud,Pune,Pune,Maharashtra,"Plot No 121 Lane No 4, Dahanukar Colony Kothrud",020,39623962,Empanelled,IN PPN,Pune
788,Devadhar Nursing Home,pimpri,pune,Pune,Maharashtra,near tapovan mandir,020,27410939,Empanelled,NON PPN,Pune
789,Divya Eye Clinic,Aundh,Pune,Pune,Maharashtra,2 Shakun Apt Above Bank of mahrastra Sanghvi Nagar Aundh,020,25881689,Empanelled,NON PPN,Pune
790,Diwan Hospital,Nigdi,Pune,Pune,Maharashtra,"1st Floor, BG Corner Behind Nigdi Bus Stop",020,27662227,Empanelled,NON PPN,Pune
791,Dr Gaikwad Diabetes Centre,Bhosari,Pune,Pune,Maharashtra,Ananda Heights Pune Nashik Highway Bhosari,020,27124040,Empanelled,IN PPN,Pune
792,Dr Makan Surgical Maternity & Accident Hospital,Old Sangavi,Pune,Pune,Maharashtra,"Ganga Nagar, Near PWD Quarters Old Sangavi",020,27280278,Empanelled,IN PPN,Pune
793,Dr Raskar Eye Hospital,Bhosari,Pune,Pune,Maharashtra,"Akanksha, 2nd floor, Above Life Line Hospital, Hutatma Chowk, Alandi Road,",020,27127659,Empanelled,NON PPN,Pune
794,Dr. Ghatkar Hospital,"Chakan,",Pune,Pune,Maharashtra,"Shubham Complex, Shikrapur Road, Chakan",02135,252831,Empanelled,NON PPN,Pune
795,Gadkari Eye Centre,Nal Stop,Pune,Pune,Maharashtra,"Sarvadarshan, Opp Karve Road Telephone exchange",020,25466808,Empanelled,NON PPN,Pune
796,Gandhi Accident & General Hospital,Shaniwar Peth,Pune,Pune,Maharashtra,250 Shaniwar Peth,020,24497868,Empanelled,NON PPN,Pune
797,Gandhi Nursing Home,Near Nigdi Police Station,Pune,Pune,Maharashtra,"Sec 24 plot No 102/24, Pradhikaran PCNTDA, Nigdi",020,27655581,Empanelled,NON PPN,Pune
798,Global Hospital,Dattwadi,Pune,Pune,Maharashtra,"577/2, Nr Dattawadi Police Chowly Off. Sinhagad Road, Dattawadi Pune",020,66846600,Empanelled,IN PPN,Pune
799,Gokhale Hospital,Next to Maratha Chamber of Commerce,Pune,Pune,Maharashtra,996 Shukrawar peth Tilak Road Nr Swargate,020,24444367,Empanelled,NON PPN,Pune
800,Hardikar Hospital,Shivajinagar,Pune,Pune,Maharashtra,"1160/61, Ganeshkhind Road, Shivajinagar",020,41095299,Empanelled,IN PPN,Pune
801,Harsh Hospital,Bibwewadi,Pune,Pune,Maharashtra,"A-III Floor, Todkar Garden, Above South Indian Bank, Bibwewadi-Kondwa Road",020,24267217,Empanelled,NON PPN,Pune
802,Imax Multispeciality Hospital,Wagholi,Pune,Pune,Maharashtra,Opp Kesnand Phata Sant Tukaram Nagar Wagholi,020,65285111,Empanelled,IN PPN,Pune
803,Inlaks And Budhrani Hospital,Koregaon Park,Pune,Pune,Maharashtra,7-9 Koregaon Park,020,66099853,Empanelled,IN PPN,Pune
804,Jehangir Hospital,Sassoon Road,Pune,Pune,Maharashtra,"32, Sasson Road",020,66811900,Empanelled,IN PPN,Pune
805,Joglekar Hospital,Gokhale Road,Pune,Pune,Maharashtra,"1066/A,Gokhale Road, Shivajinagar",020,25656170,Empanelled,NON PPN,Pune
806,K E M Hospital,Rasta Peth,Pune,Pune,Maharashtra,489 Sardar Moodliar Road,020,66037300,Empanelled,IN PPN,Pune
807,Kamal Nursing Home,Market yard road,Pune,Pune,Maharashtra,"2, Supashwanath society market yard road, opp. Talera garden gultekai",020,24212496,Empanelled,NON PPN,Pune
808,Karne Hospital Pvt Ltd,Pune - Satara Road,Pune,Pune,Maharashtra,Opp Laxminarayan Theatre Nr. Swargate,020,24264213,Empanelled,IN PPN,Pune
809,Kataria Hospital,Bund Garden,Pune,Pune,Maharashtra,"Opp. Bund Garden, Near Parnakuti Police Chowki, Na",020,26695614,Empanelled,NON PPN,Pune
810,Kohakade Hospital,infront of Chandan nagar bus stop,Pune,Pune,Maharashtra,"Plot no 21, Sr no 49/2, C/o Dr Kohakade Next to Reliance fresh rupee bank, Pune-ahmednagar road",020,27019103,Empanelled,IN PPN,Pune
811,Krishna General Hospital,Paud Rd,Pune,Pune,Maharashtra,"2, Anjanwel, Prashant Soc, Poud Road",020,41403701,Empanelled,NON PPN,Pune
812,Life Line Hospital,Bhosari,Pune,Pune,Maharashtra,"Sec 1 Indrayaninagar Near Hotel Haveli, Bhosari 26",020,27230021,Empanelled,NON PPN,Pune
813,Life Point Multispeciality Hospital Pvt Ltd,Wakad,Pune,Pune,Maharashtra,S No 145/1 Mumbai Bangalore Highway Near Hotel Sayaji Wakad,020,66434343,Empanelled,IN PPN,Pune
814,Lifeline Hospital,Wagholi,Pune,Pune,Maharashtra,Gat No 648/2 Near Shrensh Garden Keshnand Phata Pune Nagar Road Wagholi,020,30400400,Empanelled,IN PPN,Pune
815,Lokmanya Hospital,Nigdi,Pune,Pune,Maharashtra,"Unit 2- Sec. No. 24 PCNTDA, Pradikaran, Nigdi",020,30612040,Empanelled,IN PPN,Pune
816,Lokmanya Hospital,pimpri-Chinchwad,Pune,Pune,Maharashtra,"Unit 1 - Gawade Colony, Chinchwad",020,46606801,Empanelled,IN PPN,Pune
817,Lunkad Hospital,Dapodi,Pune,Pune,Maharashtra,S. No. 33 A/Dapodi,020,27148194,Empanelled,NON PPN,Pune
818,Mai Mangeshkar Hospital,Waraje,Pune,Pune,Maharashtra,"117/1, Waraje, Next to BAIF, Mumbai- Bangalore Highway",020,40541000,Empanelled,IN PPN,Pune
819,Manoj Clinic (gore Hospital),Sadashiv Peth,Pune,Pune,Maharashtra,"1148 Sadashiv Peth, Opp. Perugate",020,24471939,Empanelled,NON PPN,Pune
820,Mantri Hospital,Ghorpadi,Pune,Pune,Maharashtra,"15/49, Laxmi Park, B T Kawde Road, Ghorpadi Gaon",020,32900585,Empanelled,NON PPN,Pune
821,Max Neuro Hospital Private Limited,Pimpri Pune,Pune,Pune,Maharashtra,Opp Alfalaval Mumbai Pune Highway Kasarwadi,020,67333666,Empanelled,IN PPN,Pune
822,Mayur Hospital,Chinchwad,Pune,Pune,Maharashtra,"18/68, Mahatma Phule Nagar, Chikhali Road, Chinchwad",020,27492129,Empanelled,NON PPN,Pune
823,Medilife Multispeciality Hospital & Icu,Kalewadi,Pune,Pune,Maharashtra,"New Jotiba Temple Alphoosa School Road, Nijay nagar Kalewadi Petrol Pump",020,32671322,Empanelled,NON PPN,Pune
824,Medipoint Hospital,Chandannagar,Pune,Pune,Maharashtra,"Plot no, 38 S No, 49/2, Off Nagar RD, Shivaji Chowk, Near Bhaji Market Kharadi",020,27019234,Empanelled,NON PPN,Pune
825,Moraya Hospital,Dapodi,Pune,Pune,Maharashtra,Gauri Appartment Pimple Gurav Dapodi Pune,020,27144162,Empanelled,IN PPN,Pune
826,N M Wadia Institute Of Cardiology,Sassoon Road,Pune,Pune,Maharashtra,"32, Sassoon Road",020,26058136,Empanelled,IN PPN,Pune
827,Naik Hospital,Shukrawar Peth,Pune,Pune,Maharashtra,"781/82 Shukrawar Peth, Opp. Jain Mandir",020,24476555,Empanelled,NON PPN,Pune
828,Nande Hospital,Hadapsar,Pune,Pune,Maharashtra,"Shatanand Complex, 1st Floor, Gadital",020,26996246,Empanelled,NON PPN,Pune
829,National Institute Of Ophthalmology,Shivajinagar,Pune,Pune,Maharashtra,"1187/30, Off Ghole Road, Nr Phule Museum,",020,25536369,Empanelled,NON PPN,Pune
830,Niramaya Hospital,Chinchwad,Pune,Pune,Maharashtra,"S No 4742, Behind Jaihind Petrol Pump, Next to Chinchwad (E) Post Office, Chinchwad Post",020,27607777,Empanelled,NON PPN,Pune
831,Noble Hospital,Hadapsar,Pune,Pune,Maharashtra,"153, Magarpatta City Road",020,66285090,Empanelled,IN PPN,Pune
832,Om Hospital,Shivajinagar,Pune,Pune,Maharashtra,"Vetalbaba Chowk, Shivajinagar",020,25651485,Empanelled,NON PPN,Pune
833,Om Hospital,Bhosari,Pune,Pune,Maharashtra,"Hutatma Chowk, Alandi RoadBhosari",020,27128043,Empanelled,NON PPN,Pune
834,Omkar Accedent Hospital,Chakan,Pune,Pune,Maharashtra,Pune naik Highway talegaon chowk Chakan taluka  khed,02135,278864,Empanelled,NON PPN,Pune
835,Oyster & Pearl Hospital Pvt Ltd ( Tulip Hospital Pvt Ltd),Ghokhale Nagar,Pune,Pune,Maharashtra,Ghokhale Nagar,020,66470600,Empanelled,IN PPN,Pune
836,Oyster & Pearl Hospital Pvt Ltd Run By Phadnis Clinic Pvt Ltd,Shivajinagar,Pune,Pune,Maharashtra,"1671-75, Ganeshkhind Road, Behind Hotel Pride Executive",020,30205050,Empanelled,IN PPN,Pune
837,Paranjpe Eye Clinic & Surgery Center,Deccan Gymkhana,Pune,Pune,Maharashtra,"894, Venkatesh Apt, Off F C Road, Deccan Gymkhana, Goodluck Chowk",020,25674111,Empanelled,IN PPN,Pune
838,Parmar Multispeciality Hospital,Aundh,Pune,Pune,Maharashtra,"Plot No 13, Sr No 157, Aundh",020,25897925,Empanelled,NON PPN,Pune
839,Patil Hospital,Vitthalwadi akurdi,Pune,Pune,Maharashtra,Main Road Vitthalwadi Akurdi Pune Laxman Sondkar Path,020,65117161,Empanelled,IN PPN,Pune
840,Patil Hospital,Sinhagar road,Pune,Pune,Maharashtra,S No 28 Hingne Khurd NR Santosh Hall,020,24351105,Empanelled,NON PPN,Pune
841,Pawana Hospital,Somatane Phata,Pune,Pune,Maharashtra,Somatane Phata  Near Old Pune Mumbai Highway Tal Maval,02114,221076,Empanelled,IN PPN,Pune
842,Pawar Hospital,Dhankawadi,Pune,Pune,Maharashtra,"49/22, Balaji Nagar,Dhankawdi",020,24372008,Empanelled,NON PPN,Pune
843,Pbmas H V Desai Eye Hospital,Hadapsar,Pune,Pune,Maharashtra,"H V Desai Eye Hospital,S. No.93,Tarwade vasti  Mohammadwadi",020,26970043,Empanelled,IN PPN,Pune
844,Pharande Eye Hospital,Sinhagad roda,Pune,Pune,Maharashtra,1St Floor Anant Appt Near Santosh Hall Anandnagar Singhgad Road Pune,020,24350273,Empanelled,IN PPN,Pune
845,Phoenix Hospital,Pimpri,Pune,Pune,Maharashtra,Opp Rhythm Society Kalewadi Phata Near Suzuki Shoroom Tergaon Pune,020,27270009,Empanelled,IN PPN,Pune
846,Pioneer Hospital,Somatane Phata,Pune,Pune,Maharashtra,Somatane Phata Diamond Commercial Complex NR Old Mumbai Pune Highway,020,69336161,Empanelled,IN PPN,Pune
847,Pooja Nursing Home,Bhosari,Pune,Pune,Maharashtra,"Alandi Road, Bhosari",020,9403625890,Empanelled,NON PPN,Pune
848,Poona Hospital & Research Centre,Sadashiv Peth,Pune,Pune,Maharashtra,"27, Sadashiv Peth",020,66096000,Empanelled,IN PPN,Pune
849,Pramodini Urology Foundation,Pune,Pune,Pune,Maharashtra,Fergnsson College Road Above Café Coffec Day,020,25676496,Empanelled,NON PPN,Pune
850,Rakshak Hospital,Chandan Nagar By Pass,Pune,Pune,Maharashtra,Chandannagar By Pass Pune Nagar Road,020,40770700,Empanelled,IN PPN,Pune
851,Ranka Hospital,Opp. CPWD Office,Pune,Pune,Maharashtra,"157/5, Mukund Nagar, Opp. Nirman Bhavan, CPWD",020,24261530,Empanelled,IN PPN,Pune
852,Rao Nursing Home,Bibvewadi,Pune,Pune,Maharashtra,RNH Aaranyeshwar Corner Bibvewadi Near Big Bazar,020,24212915,Empanelled,NON PPN,Pune
853,Ruby Ailcare Services Pvt Ltd,Pimpri,Pune,Pune,Maharashtra,1st Floor PCMCS Y C M H Pimpri,020,67332199,Empanelled,NON PPN,Pune
854,Ruby Hall Clinic,Sassoon Road,Pune,Pune,Maharashtra,"40, Sassoon Road",020,26163391,Empanelled,IN PPN,Pune
855,Ruby Hall Wanowarie,Wanowarie,Pune,Pune,Maharashtra,Wanowarie Azadnagar Pune,020,66494949,Empanelled,IN PPN,Pune
856,Sahyadri Hospital,Hadapsar,Pune,Pune,Maharashtra,"G & G Towers, S No 153/A, Hissa No 1-4/21, Magarpatta Corner",020,26890401,Empanelled,IN PPN,Pune
857,Sahyadri Hospital,Bopodi,Pune,Pune,Maharashtra,"S N 10A/3A, Ahead of Khadki Railway Station, Next to Bopodi Police Chowky",020,25820233,Empanelled,IN PPN,Pune
858,Sahyadri Hospital,Bibvewadi,Pune,Pune,Maharashtra,"Plot no 13, S No 573, City No 281, Swami Vivekanand Marg, Next to Suhaag Mangal Karyalay, Bibvewadi, Pune",020,24217187,Empanelled,IN PPN,Pune
859,Sahyadri Hospital,Kothrud,Pune,Pune,Maharashtra,"Survey No 148/4A B Opposite Vanaz Eng. Paud Road,Kothrud",020,25393333,Empanelled,IN PPN,Pune
860,Sahyadri Speciality Hospital,Yerawada,Pune,Pune,Maharashtra,"Sr.No. 185A,199,200A-B,201 Shashri Nagar Yerawada Pune Nagar road",020,67271111,Empanelled,IN PPN,Pune
861,Sahyadri Speciality Hospital,Karve Road,Pune,Pune,Maharashtra,"Plot No 30, C, Lane No 1, Prabhat Road,erandawane",020,25403040,Empanelled,IN PPN,Pune
862,Saijyoti Accident Hospital,Chinchwad,Pune,Pune,Maharashtra,"Hall-3 1st Floor, Arun Plaza, Dnage Chowk Thergaon",020,27279836,Empanelled,NON PPN,Pune
